question,context,answer
set the client list snmp-clients for the community CAMPUS-COMMUNITY,set snmp community <community-name> client-list-name <client-list-name>,"Use the following command in the configuration mode:
set snmp community CAMPUS-COMMUNITY client-list-name snmp-clients
commit"
set the client list of the community CAMPUS-COMMUNITY to snmp-client-1,set snmp community <community-name> client-list-name <client-list-name>,"Use the following command in the configuration mode:
set snmp community CAMPUS-COMMUNITY client-list-name snmp-client-1
commit"
set the system description of the SNMP protocol to MAIN_ROOM,set snmp description <description>,"Use the following command in the configuration mode:
set snmp description MAIN_ROOM
commit"
how to set the system description of the SNMP protocol,set snmp description <description>,"Use the following command in the configuration mode:
set snmp description <description>
commit"
set the SNMP system description to MEDICINE_BUILDING,set snmp description <description>,"Use the following command in the configuration mode:
set snmp description MEDICINE_BUILDING
commit"
delete the system description of the SNMP protocol,delete snmp description,"Use the following command in the configuration mode:
delete snmp description
commit"
remove the system description under the SNMP protocol configuration,delete snmp description,"Use the following command in the configuration mode:
delete snmp description
commit"
create a new SNMP trap group with the name snmp-trap,set snmp trap-group <trap-group-name>,"Use the following command in the configuration mode:
set snmp trap-group snmp-trap
commit"
how to create a new SNMP trap group,set snmp trap-group <trap-group-name>,"Use the following command in the configuration mode:
set snmp trap-group <trap-group-name>
commit"
create a new SNMP trap group with the name snmp-trap-v2 and set the version to v2,set snmp trap-group <trap-group-name> version <version-number>,"Use the following command in the configuration mode:
set snmp trap-group snmp-trap-v2 version v2
commit"
create a new SNMP trap group with the name snmp-trap-v1 and set the version to v1,set snmp trap-group <trap-group-name> version <version-number>,"Use the following command in the configuration mode:
set snmp trap-group snmp-trap-v1 version v1
commit"
set the SNMP verison of the trap group with the name snmp-v2-group to the version v2,set snmp trap-group <trap-group-name> version <version-number>,"Use the following command in the configuration mode:
set snmp trap-group snmp-v2-group version v2
commit"
set the SNMP verison of the trap group with the name snmp-v2-group to all,set snmp trap-group <trap-group-name> version all,"Use the following command in the configuration mode:
set snmp trap-group snmp-v2-group version all
commit"
set the SNMP IPv4 source address for trap PDUs to 10.20.1.15,set snmp trap-options source-address <ip-address>,"Use the following command in the configuration mode:
set snmp trap-options source-address 10.20.1.15
commit"
how to configure the snmp trap source address,set snmp trap-options source-address <ip-address>,"Use the following command in the configuration mode:
set snmp trap-options source-address <ip-address>
commit"
set the SNMP IPv4 source address for SNMP traps to 192.168.1.11,set snmp trap-options source-address <ip-address>,"Use the following command in the configuration mode:
set snmp trap-options source-address 192.168.1.11
commit"
set the SNMP authentication trap category to the trap-group MONITOR,set snmp trap-group <trap-group-name> categories <category>,"Use the following command in the configuration mode:
set snmp trap-group MONITOR categories authentication
commit"
enable the SNMP authentication trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories <category>,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories authentication
commit"
enable SNMP Chassis and environment notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories  chassis ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories chassis
commit"
delete SNMP Chassis and environment notifications trap category from the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories  chassis ,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories chassis
commit"
delete the SNMP authentication trap category from the trap-group MONITOR,delete snmp trap-group <trap-group-name> categories <category>,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR categories authentication
commit"
delete the SNMP IPv4 source address for trap PDUs,delete snmp trap-options source-address,"Use the following command in the configuration mode:
delete snmp trap-options source-address
commit"
enable SNMP configuration notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories configuration ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories configuration
commit"
set SNMP link notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories link ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories link
commit"
enable SNMP link up-down transitions notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories link ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories link
commit"
enable  SNMP remote operations notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories remote-operations ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories remote-operations
commit"
delete SNMP link  notifications trap category for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories link ,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories link
commit"
delete SNMP configuration notifications trap category for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories configuration,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories configuration
commit"
enable SNMP RMON alarms trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories rmon-alarm ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories rmon-alarm
commit"
set the  SNMP RMON alarms trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories rmon-alarm ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories rmon-alarm
commit"
delete the SNMP RMON alarms trap category for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories rmon-alarm ,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories rmon-alarm
commit"
disable the SNMP RMON alarms trap category for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories rmon-alarm ,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories rmon-alarm
commit"
Filter SNMP requests with duplicate source address/port and request ID,set snmp filter-duplicates,"Use the following command in the configuration mode:
set snmp filter-duplicates
commit"
Delete SNMP duplicates filter,delete snmp filter-duplicates,"Use the following command in the configuration mode:
delete snmp filter-duplicates
commit"
Disable SNMP duplicates filter,delete snmp filter-duplicates,"Use the following command in the configuration mode:
delete snmp filter-duplicates
commit"
enable SNMP routing protocol notifications trap category for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories  routing,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories routing
commit"
set the SNMP routing protocol notifications trap for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories  routing,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories routing
commit"
delete the SNMP routing protocol notifications trap for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories  routing,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories routing
commit"
set the SNMP services notifications trap for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories services ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories services
commit"
Enable SNMP services notifications trap for the trap-group MONITOR-GROUP-v2,set snmp trap-group <trap-group-name> categories services ,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP-v2 categories services
commit"
Disable SNMP services notifications trap for the trap-group MONITOR-GROUP-v2,delete snmp trap-group <trap-group-name> categories services ,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP-v2 categories services
commit"
set the SNMP system warm and cold starts notifications for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories startup,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories startup
commit"
Enable the SNMP system warm and cold starts trap for the trap-group MONITOR-GROUP-1,set snmp trap-group <trap-group-name> categories startup,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP-1 categories startup
commit"
delete the SNMP system warm and cold starts trap for the trap-group MONITOR-GROUP-1,delete snmp trap-group <trap-group-name> categories startup,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP-1 categories startup
commit"
disable the SNMP system warm and cold starts trap for the trap-group MONITOR-GROUP-1,delete snmp trap-group <trap-group-name> categories startup,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP-1 categories startup
commit"
set the SNMP VRRP notifications for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories vrrp-events,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories vrrp-events
commit"
Enable the SNMP VRRP event trap for the trap-group MONITOR-GROUP,set snmp trap-group <trap-group-name> categories vrrp-events,"Use the following command in the configuration mode:
set snmp trap-group MONITOR-GROUP categories vrrp-events
commit"
delete the SNMP VRRP notifications for the trap-group MONITOR-GROUP,delete snmp trap-group <trap-group-name> categories vrrp-events,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP categories vrrp-events
commit"
disable the SNMP VRRP notifications for the trap-group MONITOR-GROUP-L1,delete snmp trap-group <trap-group-name> categories vrrp-events,"Use the following command in the configuration mode:
delete snmp trap-group MONITOR-GROUP-L1 categories vrrp-events
commit"
set the SNMP trap group v2-group target address to 10.0.1.0,set snmp trap-group <trap-group-name> targets <target-ip-address>,"Use the following command in the configuration mode:
set snmp trap-group v2-group targets 10.0.1.0
commit"
set the SNMP trap group snmp-group-1 target address to 192.168.0.4,set snmp trap-group <trap-group-name> targets <target-ip-address>,"Use the following command in the configuration mode:
set snmp trap-group snmp-group-1 targets 192.168.0.4
commit"
delete the SNMP trap group snmp-group-1 target address of 192.168.0.4,delete snmp trap-group <trap-group-name> targets <target-ip-address>,"Use the following command in the configuration mode:
delete snmp trap-group snmp-group-1 targets 192.168.0.4
commit"
remove the SNMP trap group snmp-group-1 target address  192.168.155.4,delete snmp trap-group <trap-group-name> targets <target-ip-address>,"Use the following command in the configuration mode:
delete snmp trap-group snmp-group-1 targets 192.168.155.4
commit"
"set the SNMP contact to ""Support: 098 871 212""",set snmp contact <contact-info>,"Use the following command in the configuration mode:
set snmp contact ""Support: 098 871 212""
commit"
How to set the SNMP contact information,set snmp contact <contact-info>,"Use the following command in the configuration mode:
set snmp contact <contact-info>
commit"
compare the candidate configuration to rollback 5,show | compare rollback <rollback-number>,"Use the following command in the configuration mode:
show | compare rollback 5"
compare the candidate configuration to the active configuration,show | compare rollback <rollback-number>,"Use the following command in the configuration mode:
show | compare rollback 0"
Compare configuration changes with rollback 7,show | compare rollback <rollback-number>,"Use the following command in the configuration mode:
show | compare rollback 7"
show the difference between the current configuration and rollback 20,show | compare rollback <rollback-number>,"Use the following command in the configuration mode:
show | compare rollback 20"
show the difference between the current configuration and rollback 2 and rollback 3,show | compare rollback <rollback-number>| compare rollback <rollback-number>,"Use the following command in the configuration mode:
show | compare rollback 2 | compare rollback 3"
show the configuration in the XML format,show configuration | display xml,"Use the following command in the operational mode:
show configuration | display xml"
show the configuration in the XML format, show | display xml,"Use the following command in the configuration mode:
 show | display xml"
enable IGMP snooping on all VLANs,set protocols igmp-snooping vlan all,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan all
commit"
enable IGMP snooping on VLAN DATA,set protocols igmp-snooping vlan <vlan-name>,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan DATA
commit"
how to enable IGMP snooping on a VLAN,set protocols igmp-snooping vlan <vlan-name>,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan <vlan-name>
commit"
disable IGMP snooping on all VLANs,set protocols igmp-snooping vlan all disable,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan all disable
commit"
disable IGMP snooping on VLAN TEST ,set protocols igmp-snooping vlan <vlan-name> disable,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan TEST disable
commit"
how to disable IGMP snooping on a VLAN,set protocols igmp-snooping vlan <vlan-name> disable,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan <vlan-name> disable
commit"
configure the switch to immediately remove group memberships from interfaces on VLAN employee when it receives IGMP leave message ,set igmp-snooping vlan <vlan-name> immediate-leave,"Use the following command in the configuration mode:
set igmp-snooping vlan employee immediate-leave
commit"
set the IGMP snooping immediate leave on VLAN HR,set igmp-snooping vlan <vlan-name> immediate-leave,"Use the following command in the configuration mode:
set igmp-snooping vlan HR immediate-leave
commit"
how to set the IGMP snooping immediate leave on a VLAN,set igmp-snooping vlan <vlan-name> immediate-leave,"Use the following command in the configuration mode:
set igmp-snooping vlan <vlan-name> immediate-leave
commit"
configure interface ge-0/0/0 as a part of IGMP snooping multicast group address 224.1.1.1,set protocols igmp-snooping vlan <vlan-name> interface <interface-name> static group <group-address>,"Use the following command in the configuration mode:
set protocols igmp-snooping vlan test interface ge-0/0/0 static group 224.1.1.1
commit"
Set IGMP snooping taceoptions to trace all events,set protocols igmp-snooping traceoptions flag all,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag all
commit"
disable all IGMP snooping taceoptions,set protocols igmp-snooping traceoptions flag all disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag all disable
commit"
Set IGMP snooping taceoptions to trace general events,set protocols igmp-snooping traceoptions flag general,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag general
commit"
disable IGMP snooping general events taceoptions,set protocols igmp-snooping traceoptions flag general disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag general disable
commit"
Set IGMP snooping taceoptions to trace communication over routing socket,set protocols igmp-snooping traceoptions flag krt,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag krt
commit"
disable IGMP snooping communication over routing socket taceoptions,set protocols igmp-snooping traceoptions flag krt disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag krt disable
commit"
Set IGMP snooping taceoptions to trace IGMPv2 leave group messages,set protocols igmp-snooping traceoptions flag leave,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag leave
commit"
disable IGMP v2 snooping leave group messages taceoption,set protocols igmp-snooping traceoptions flag leave disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag leave disable
commit"
Set IGMP snooping taceoptions to trace nexthop related events,set protocols igmp-snooping traceoptions flag nexthop ,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag nexthop
commit"
disable IGMP snooping nexthop related events taceoption,set protocols igmp-snooping traceoptions flag nexthop  disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag nexthop disable
commit"
Set IGMP snooping taceoptions to trace normal events,set protocols igmp-snooping traceoptions flag normal,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag normal
commit"
disable IGMP snooping normal events taceoption,set protocols igmp-snooping traceoptions flag normal disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag normal disable
commit"
Set IGMP snooping taceoptions to trace all IGMP packets,set protocols igmp-snooping traceoptions flag packets,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag packets
commit"
disable all IGMP snooping packets taceoption,set protocols igmp-snooping traceoptions flag packets disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag packets disable
commit"
Set IGMP snooping taceoptions to trace policy processing,set protocols igmp-snooping traceoptions flag policy,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag policy
commit"
disable IGMP snooping policy processing taceoption,set protocols igmp-snooping traceoptions flag policy disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag policy disable
commit"
Set IGMP snooping taceoptions to trace IGMP membership query messages,set protocols igmp-snooping traceoptions flag query,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag query
commit"
disable IGMP snooping membership query messages taceoption,set protocols igmp-snooping traceoptions flag query disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag query disable
commit"
Set IGMP taceoptions to trace membership report messages,set protocols igmp-snooping traceoptions flag report,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag report
commit"
disable IGMP snooping membership report messages taceoption,set protocols igmp-snooping traceoptions flag report disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag report disable
commit"
Set IGMP snooping taceoptions to trace routing information,set protocols igmp-snooping traceoptions flag route,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag route
commit"
disable IGMP snooping routing information taceoption,set protocols igmp-snooping traceoptions flag route disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag route disable
commit"
Set IGMP snooping taceoptions to trace state transitions,set protocols igmp-snooping traceoptions flag state,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag state
commit"
disable IGMP snooping state transitions taceoption,set protocols igmp-snooping traceoptions flag state disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag state disable
commit"
Set IGMP snooping taceoptions to trace routing protocol task processing,set protocols igmp-snooping traceoptions flag task,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag task
commit"
disable IGMP snooping routing protocol task processing taceoption,set protocols igmp-snooping traceoptions flag task disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag task disable
commit"
Set IGMP snooping taceoptions to trace routing protocol timer processing,set protocols igmp-snooping traceoptions flag timer,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag timer
commit"
disable IGMP snooping routing protocol timer processing taceoption,set protocols igmp-snooping traceoptions flag timer disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag timer disable
commit"
Set IGMP snooping taceoptions to trace VLAN related events,set protocols igmp-snooping traceoptions flag  vlan,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag vlan
commit"
disable IGMP snooping VLAN related events taceoption,set protocols igmp-snooping traceoptions flag vlan disable,"Use the following command in the configuration mode:
set protocols igmp-snooping traceoptions flag vlan disable
commit"
disable IGMP Protocol on interface ge-1/0/20,set protocols igmp interface <interface-name> disable,"Use the following command in the configuration mode:
set protocols igmp interface ge-1/0/20 disable
commit"
how to disable IGMP Protocol on an interface,set protocols igmp interface <interface-name> disable,"Use the following command in the configuration mode:
set protocols igmp interface <interface-name> disable
commit"
disable IGMP  Protocol on interface ge-2/0/30,set protocols igmp interface <interface-name> disable,"Use the following command in the configuration mode:
set protocols igmp interface ge-2/0/30 disable
commit"
set the IGMP  protocol query interval to 200,set protocols igmp query-interval <interval>,"Use the following command in the configuration mode:
set protocols igmp query-interval 200
commit"
how to configure the IGMP  protocol query interval,set protocols igmp query-interval <interval>,"Use the following command in the configuration mode:
set protocols igmp query-interval <interval>
commit"
delete the IGMP  protocol query interval,delete protocols igmp query-interval <interval>,"Use the following command in the configuration mode:
delete protocols igmp query-interval <interval>
commit"
set the IGMP protocol query interval to 300,set protocols igmp query-interval <interval>,"Use the following command in the configuration mode:
set protocols igmp query-interval 300
commit"
set the IGMP protocol maximum transmission rate to 600 ,set protocols igmp maximum-transmit-rate <maximum-transmit-rate>,"Use the following command in the configuration mode:
set protocols igmp maximum-transmit-rate 600
commit"
how to set the IGMP protocol maximum transmission rate,set protocols igmp maximum-transmit-rate <maximum-transmit-rate>,"Use the following command in the configuration mode:
set protocols igmp maximum-transmit-rate <maximum-transmit-rate>
commit"
set the IGMP protocol group query messages timer to 2 ,set protocols igmp query-last-member-interval <query-last-member-interval>,"Use the following command in the configuration mode:
set protocols igmp query-last-member-interval 2
commit"
how to set the IGMP protocol group query messages timer,set protocols igmp query-last-member-interval <query-last-member-interval>,"Use the following command in the configuration mode:
set protocols igmp query-last-member-interval <query-last-member-interval>
commit"
set the IGMP protocol to send group-specific query messages every 3 seconds,set protocols igmp query-last-member-interval <query-last-member-interval>,"Use the following command in the configuration mode:
set protocols igmp query-last-member-interval 3
commit"
set the IGMP protocol to to wait 20 seconds for a host query response,set protocols igmp query-response-interval <query-response-interval>,"Use the following command in the configuration mode:
set protocols igmp query-response-interval 20
commit"
how to configure the IGMP protocol host query response interval,set protocols igmp query-response-interval <query-response-interval>,"Use the following command in the configuration mode:
set protocols igmp query-response-interval <query-response-interval>
commit"
set the IGMP protocol to to wait 15 seconds for a host query response,set protocols igmp query-response-interval <query-response-interval>,"Use the following command in the configuration mode:
set protocols igmp query-response-interval 15
commit"
set the IGMP protocol expected packet loss on a subnet to 3,set protocols igmp robust-count <robust-count>,"Use the following command in the configuration mode:
set protocols igmp robust-count 3
commit"
set the IGMP protocol expected packet loss to 2,set protocols igmp robust-count <robust-count>,"Use the following command in the configuration mode:
set protocols igmp robust-count 2
commit"
set the IGMP protocol robus count to 4,set protocols igmp robust-count <robust-count>,"Use the following command in the configuration mode:
set protocols igmp robust-count 4
commit"
how to set the IGMP protocol robus count,set protocols igmp robust-count <robust-count>,"Use the following command in the configuration mode:
set protocols igmp robust-count <robust-count>
commit"
delete the IGMP protocol query-response-interval,delete protocols igmp query-response-interval,"Use the following command in the configuration mode:
delete protocols igmp query-response-interval
commit"
set the IGMP protocol traceoptions to trace all events,set protocols igmp traceoptions flag all,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag all
commit"
Disable all IGMP protocol traceoptions,set protocols igmp traceoptions flag all disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag all disable
commit"
set the IGMP protocol traceoptions to trace client notifications,set protocols igmp traceoptions flag client-notification,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag client-notification
commit"
Disable IGMP protocol client notification traceoptions,set protocols igmp traceoptions flag client-notification disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag client-notification disable
commit"
set the IGMP protocol traceoptions to trace general events,set protocols igmp traceoptions flag general,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag general
commit"
Disable IGMP protocol general events traceoptions,set protocols igmp traceoptions flag general disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag general disable
commit"
set the IGMP protocol traceoptions to trace group operations,set protocols igmp traceoptions flag group,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag group
commit"
Disable IGMP protocol group operations traceoptions,set protocols igmp traceoptions flag group disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag group disable
commit"
set the IGMP protocol traceoptions to trace host notifications,set protocols igmp traceoptions flag host-notification,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag host-notification
commit"
Disable IGMP protocol host notifications traceoptions,set protocols igmp traceoptions flag host-notification disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag host-notification disable
commit"
set the IGMPv2 protocol traceoptions to trace leave group messages,set protocols igmp traceoptions flag leave,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag leave
commit"
Disable IGMPv2 protocol leave group messages traceoptions,set protocols igmp traceoptions flag leave disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag leave disable
commit"
set the IGMP protocol traceoptions to trace mtrace packets,set protocols igmp traceoptions flag mtrace,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag mtrace
commit"
Disable IGMP protocol mtrace packets traceoptions,set protocols igmp traceoptions flag mtrace disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag mtrace disable
commit"
set the IGMP protocol traceoptions to trace normal events,set protocols igmp traceoptions flag normal,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag normal
commit"
Disable IGMP protocol normal events traceoptions,set protocols igmp traceoptions flag normal disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag normal disable
commit"
set the IGMP protocol traceoptions to trace all IGMP packets,set protocols igmp traceoptions flag packets,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag packets
commit"
Disable IGMP protocol all IGMP packets traceoptions,set protocols igmp traceoptions flag packets disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag packets disable
commit"
set the IGMP protocol traceoptions to trace policy processing,set protocols igmp traceoptions flag policy,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag policy
commit"
Disable IGMP protocol policy processing traceoptions,set protocols igmp traceoptions flag policy disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag policy disable
commit"
set the IGMP protocol traceoptions to trace membership query messages,set protocols igmp traceoptions flag query,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag query
commit"
Disable IGMP protocol membership query messages traceoptions,set protocols igmp traceoptions flag query disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag query disable
commit"
set the IGMP protocol traceoptions to trace membership report messages,set protocols igmp traceoptions flag report,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag report
commit"
Disable IGMP protocol membership report messages traceoptions,set protocols igmp traceoptions flag report disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag report disable
commit"
set the IGMP protocol traceoptions to trace routing information,set protocols igmp traceoptions flag route,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag route
commit"
Disable IGMP protocol routing information traceoptions,set protocols igmp traceoptions flag route disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag route disable
commit"
set the IGMP protocol traceoptions to trace state transitions,set protocols igmp traceoptions flag state,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag state
commit"
Disable IGMP protocol state transitions traceoptions,set protocols igmp traceoptions flag state disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag state disable
commit"
set the IGMP protocol traceoptions to trace routing protocol task processing,set protocols igmp traceoptions flag task,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag task
commit"
Disable IGMP protocol routing protocol task processing traceoptions,set protocols igmp traceoptions flag task disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag task disable
commit"
set the IGMP protocol traceoptions to trace routing protocol timer processing,set protocols igmp traceoptions flag timer,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag timer
commit"
Disable IGMP protocol routing protocol timer processing traceoptions,set protocols igmp traceoptions flag timer disable,"Use the following command in the configuration mode:
set protocols igmp traceoptions flag timer disable
commit"
show IGMP statistics,show igmp statistics,"Use the following command in the operational mode:
show igmp statistics"
show IGMP statistics of interface ge-2/0/1,show igmp statistics interface <interface-name>,"Use the following command in the operational mode:
show igmp statistics interface ge-2/0/1"
how to show IGMP statistics of an interface ,show igmp statistics interface <interface-name>,"Use the following command in the operational mode:
show igmp statistics interface <interface-name>"
Display igmp-snooping flows,show igmp-snooping flows,"Use the following command in the operational mode:
show igmp-snooping flows"
Display igmp-snooping membership,show igmp-snooping membership,"Use the following command in the operational mode:
show igmp-snooping memberships"
show igmp-snooping membership information,show igmp-snooping membership,"Use the following command in the operational mode:
show igmp-snooping memberships"
Show IGMP snooping routing information,show igmp-snooping route,"Use the following command in the operational mode:
show igmp-snooping route"
Display the IGMP snooping routing information,show igmp-snooping route,"Use the following command in the operational mode:
show igmp-snooping route"
Display the IGMP snooping statistics,show igmp-snooping statistics,"Use the following command in the operational mode:
show igmp-snooping statistics"
Show IGMP snooping task information,show igmp-snooping task,"Use the following command in the operational mode:
show igmp-snooping task"
Display IGMP snooping task information,show igmp-snooping task,"Use the following command in the operational mode:
show igmp-snooping task"
Display IGMP snooping task statistics,show igmp-snooping task statistics,"Use the following command in the operational mode:
show igmp-snooping task statistics"
show the IGMP snooping task statistics,show igmp-snooping task statistics,"Use the following command in the operational mode:
show igmp-snooping task statistics"
Show IGMP snooping task timers information,show igmp-snooping task timers,"Use the following command in the operational mode:
show igmp-snooping task timers"
Show memory utilization of IGMP snooping tasks,show igmp-snooping task memory,"Use the following command in the operational mode:
show igmp-snooping task memory"
show IGMP snooping VLAN information,show igmp-snooping vlans,"Use the following command in the operational mode:
show igmp-snooping vlans"
Display IGMP snooping VLAN information,show igmp-snooping vlans,"Use the following command in the operational mode:
show igmp-snooping vlans"
Display IGMP snooping VLAN information of vlan SCHOOL,show igmp-snooping vlans vlan <vlan-name>,"Use the following command in the operational mode:
show igmp-snooping vlans vlan SCHOOL"
Display IGMP snooping detailed flows information,show igmp-snooping flows detail,"Use the following command in the operational mode:
show igmp-snooping flows detail"
Show rollback 9 configurations,show system rollback <rollback-number>,"Use the following command in the operational mode:
show system rollback 9"
Show rollback number 8 configuration in the XML format,show system rollback <rollback-number>| display xml,"Use the following command in the operational mode:
sshow system rollback 8 | display xml"
compare the configuration in rollback 9 to the configuration in rollback 7,show system rollback <rollback-number> compare <rollback-number>,"Use the following command in the operational mode:
show system rollback 9 compare 7"
