business name,business type,business arrival time ,business end time,business duration,business load volume,names of devices passed by the business,network resources consumed by each device,network functions required for business transmission,various performance requirements of the business
online transactions,network service,2022012818,2022020619,781997000,2235,"Wireless network, transmission network, core network, application server",0.0008%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 61.6ms, Packet Loss Rate < 0.98%"
digital publishing,digital content provision,2022062701,2022062720,70698000,525,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 95.0ms
email,communication service,2022121611,2022122518,804579000,725,"Wireless network, transmission network, core network, application server",0.0216%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 79.8ms, Bandwidth > 240Mbps, Packet Loss Rate < 0.16%"
VoIP,communication service,2022070407,2022071809,1216143000,2277,"Wireless network, transmission network, core network, application server",0.0693%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 840Mbps, Jitter < 25.4ms, Packet Loss Rate < 0.92%"
Internet Relay Chat (IRC),communication service,2023072907,2023080907,948530000,5845,"Wireless network, transmission network, core network, application server",0.0237%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 100Mbps, Packet Loss Rate < 0.90%"
digital publishing,digital content provision,2022071605,2022071920,312498000,493,"Wireless network, transmission network, core network, application server",0.0132%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 34.7ms
streaming media service,online service,2023051018,2023052219,1040536000,1113,"Wireless network, transmission network, core network, application server",0.0636%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.08%
email,communication service,2023022217,2023022806,479009000,1325,"Wireless network, transmission network, core network, application server",0.0005%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.94%
Internet Relay Chat (IRC),communication service,2022082117,2022082203,34440000,1884,"Wireless network, transmission network, core network, application server",0.0502%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 22.7ms
streaming media service,online service,2023032406,2023033101,588135000,488,"Wireless network, transmission network, core network, application server",0.0038%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 59.9ms, Bandwidth > 100Mbps, Packet Loss Rate < 0.73%"
streaming media service,online service,2022072501,2022080622,1111688000,2958,"Wireless network, transmission network, core network, application server",0.0440%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 23.7ms, Packet Loss Rate < 0.78%"
web browsing,network service,2023092606,2023100302,588825000,1804,"Wireless network, transmission network, core network, application server",0.0468%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.26%, Jitter < 74.9ms"
digital publishing,digital content provision,2023031101,2023031323,251995000,10398,"Wireless network, transmission network, core network, application server",0.0245%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 900Mbps, Jitter < 13.1ms"
online transactions,network service,2023060505,2023060917,389385000,8551,"Wireless network, transmission network, core network, application server",0.1268%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 230Mbps
e-commerce,network service,2022071305,2022072710,1227290000,1315,"Wireless network, transmission network, core network, application server",0.0350%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.48%, Bandwidth > 180Mbps"
streaming media service,online service,2023070222,2023070800,440568000,46944,"Wireless network, transmission network, core network, application server",0.0239%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 45.0ms
e-commerce,network service,2022030221,2022031500,1050636000,898,"Wireless network, transmission network, core network, application server",0.0260%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 260Mbps
cloud computing services,online service,2022101911,2022102906,846839000,676,"Wireless network, transmission network, core network, application server",0.0171%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 7.5ms, Bandwidth > 240Mbps"
online education,online service,2022100801,2022101002,175536000,276,"Wireless network, transmission network, core network, application server",0.0022%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 86.9ms
web browsing,network service,2023060918,2023062416,1287214000,454,"Wireless network, transmission network, core network, application server",0.0345%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.38%
online education,online service,2023010715,2023011005,223432000,1994,"Wireless network, transmission network, core network, application server",0.0289%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.60%, Latency < 47.3ms"
online education,online service,2023091411,2023091916,449226000,454,"Wireless network, transmission network, core network, application server",0.0592%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 39.4ms, Jitter < 27.3ms"
online education,online service,2023101209,2023101516,286352000,2980,"Wireless network, transmission network, core network, application server",0.0609%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.28%
VR/AR,network service,2023110107,2023111023,835469000,436,"Wireless network, transmission network, core network, application server",0.0136%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 41.7ms, Latency < 40.3ms"
gaming,digital content provision,2022070515,2022071501,812964000,1791,"Wireless network, transmission network, core network, application server",0.0416%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 29.0ms, Packet Loss Rate < 0.04%, Bandwidth > 290Mbps"
gaming,digital content provision,2023012002,2023012420,409287000,2442,"Wireless network, transmission network, core network, application server",0.0476%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 76.2ms
VoIP,communication service,2023092721,2023100718,853428000,3990,"Wireless network, transmission network, core network, application server",0.1318%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 160Mbps, Latency < 19.7ms"
e-commerce,network service,2023071420,2023072610,1000789000,1998,"Wireless network, transmission network, core network, application server",0.0042%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 1000Mbps, Packet Loss Rate < 0.61%"
e-commerce,network service,2023042402,2023042606,187917000,434,"Wireless network, transmission network, core network, application server",0.0195%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 40.1ms, Bandwidth > 900Mbps"
e-commerce,network service,2022110909,2022111812,785513000,2519,"Wireless network, transmission network, core network, application server",0.0772%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 89.0ms, Latency < 15.2ms"
VoIP,communication service,2022120414,2022121206,662371000,2713,"Wireless network, transmission network, core network, application server",0.0879%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 24.3ms, Jitter < 66.2ms"
email,communication service,2022121921,2022122002,17037000,5898,"Wireless network, transmission network, core network, application server",0.0020%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 1.3ms, Jitter < 77.3ms"
VR/AR,network service,2023031709,2023032222,479252000,2493,"Wireless network, transmission network, core network, application server",0.0010%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 67.5ms, Bandwidth > 870Mbps"
online education,online service,2023070914,2023072219,1140263000,2051,"Wireless network, transmission network, core network, application server",0.0494%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.43%, Jitter < 58.4ms"
streaming media service,online service,2023071118,2023071306,128516000,2181,"Wireless network, transmission network, core network, application server",0.0287%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 44.7ms
cloud computing services,online service,2022012405,2022012703,252545000,578,"Wireless network, transmission network, core network, application server",0.0121%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.13%, Bandwidth > 920Mbps"
gaming,digital content provision,2023032321,2023040401,964113000,626,"Wireless network, transmission network, core network, application server",0.0124%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 33.3ms, Bandwidth > 340Mbps"
streaming media service,online service,2023062400,2023062501,86627000,1662,"Wireless network, transmission network, core network, application server",0.0626%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.12%
gaming,digital content provision,2023041805,2023041820,55649000,1575,"Wireless network, transmission network, core network, application server",0.0616%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 17.1ms, Bandwidth > 310Mbps"
cloud computing services,online service,2023012712,2023021008,1194165000,1680,"Wireless network, transmission network, core network, application server",0.0003%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 97.2ms, Packet Loss Rate < 0.02%, Bandwidth > 110Mbps"
streaming media service,online service,2022092315,2022100109,670708000,1669,"Wireless network, transmission network, core network, application server",0.0629%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.14%
digital publishing,digital content provision,2023042517,2023050209,573800000,1563,"Wireless network, transmission network, core network, application server",0.0589%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.70%
digital publishing,digital content provision,2023111622,2023111913,228099000,430,"Wireless network, transmission network, core network, application server",0.0233%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.38%
digital publishing,digital content provision,2023121012,2023122511,1291772000,1084,"Wireless network, transmission network, core network, application server",0.0563%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 32.3ms
email,communication service,2023042422,2023042801,273422000,21488,"Wireless network, transmission network, core network, application server",0.0008%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 60.4ms, Latency < 19.6ms"
streaming media service,online service,2022021211,2022021713,439477000,8241,"Wireless network, transmission network, core network, application server",0.0068%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 650Mbps, Jitter < 90.3ms"
gaming,digital content provision,2022102008,2022103112,966377000,8468,"Wireless network, transmission network, core network, application server",0.0012%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 810Mbps
online transactions,network service,2022011421,2022012704,1060694000,1082,"Wireless network, transmission network, core network, application server",0.0025%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.07%, Jitter < 83.5ms, Latency < 4.6ms"
online transactions,network service,2022022723,2022030121,167156000,3463,"Wireless network, transmission network, core network, application server",0.0144%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 45.6ms, Jitter < 48.9ms, Bandwidth > 990Mbps"
VoIP,communication service,2022080516,2022081804,1078326000,2386,"Wireless network, transmission network, core network, application server",0.0487%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.68%, Bandwidth > 900Mbps, Jitter < 28.1ms"
gaming,digital content provision,2022080700,2022081622,855490000,57936,"Wireless network, transmission network, core network, application server",0.0091%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 17.3ms, Bandwidth > 620Mbps, Latency < 17.2ms"
streaming media service,online service,2022031617,2022032702,894474000,1869,"Wireless network, transmission network, core network, application server",0.0043%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 62.4ms, Latency < 32.3ms, Bandwidth > 630Mbps"
streaming media service,online service,2023091216,2023092712,1279545000,910,"Wireless network, transmission network, core network, application server",0.0021%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 230Mbps
digital publishing,digital content provision,2022050802,2022052114,1164790000,23706,"Wireless network, transmission network, core network, application server",0.0027%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 14.2ms, Bandwidth > 50Mbps"
cloud computing services,online service,2022051522,2022052315,667348000,69083,"Wireless network, transmission network, core network, application server",0.0074%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 33.1ms, Jitter < 67.4ms, Bandwidth > 150Mbps"
email,communication service,2022120413,2022120706,233159000,3824,"Wireless network, transmission network, core network, application server",0.0623%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 900Mbps
VR/AR,network service,2022091703,2022100116,1256504000,929,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 12.0ms
VoIP,communication service,2022060913,2022061607,583635000,6803,"Wireless network, transmission network, core network, application server",0.0125%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.61%, Bandwidth > 670Mbps"
digital publishing,digital content provision,2022030717,2022031400,543893000,6721,"Wireless network, transmission network, core network, application server",0.0763%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 920Mbps
digital publishing,digital content provision,2022081609,2022082709,951229000,1746,"Wireless network, transmission network, core network, application server",0.0027%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 3.7ms
web browsing,network service,2023042502,2023042915,390755000,3996,"Wireless network, transmission network, core network, application server",0.0011%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 45.5ms, Jitter < 35.3ms"
VR/AR,network service,2023010112,2023011204,919803000,751,"Wireless network, transmission network, core network, application server",0.0367%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.24%, Jitter < 62.5ms, Bandwidth > 740Mbps"
streaming media service,online service,2023020520,2023021618,942720000,719,"Wireless network, transmission network, core network, application server",0.0139%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 35.3ms, Bandwidth > 750Mbps"
streaming media service,online service,2022021522,2022021921,342514000,839,"Wireless network, transmission network, core network, application server",0.0298%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 13.7ms, Packet Loss Rate < 0.67%, Bandwidth > 200Mbps"
online transactions,network service,2023030222,2023031114,747964000,891,"Wireless network, transmission network, core network, application server",0.0034%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.40%, Jitter < 72.2ms, Latency < 34.6ms"
cloud computing services,online service,2022072015,2022072712,593026000,891,"Wireless network, transmission network, core network, application server",0.0030%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 8.4ms
e-commerce,network service,2023090204,2023090319,140817000,751,"Wireless network, transmission network, core network, application server",0.0354%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.90%, Jitter < 73.2ms"
web browsing,network service,2022091116,2022092100,807826000,719,"Wireless network, transmission network, core network, application server",0.0389%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 28.1ms, Bandwidth > 920Mbps"
digital publishing,digital content provision,2023090817,2023092117,1125144000,21122,"Wireless network, transmission network, core network, application server",0.0161%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 1.9ms, Packet Loss Rate < 0.51%"
digital publishing,digital content provision,2021122508,2021122703,153814000,1305,"Wireless network, transmission network, core network, application server",0.0452%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.13%
web browsing,network service,2022041312,2022041506,153486000,721,"Wireless network, transmission network, core network, application server",0.0173%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 32.7ms, Bandwidth > 450Mbps, Packet Loss Rate < 0.44%"
digital publishing,digital content provision,2023010405,2023011802,1197592000,1625,"Wireless network, transmission network, core network, application server",0.0012%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.33%, Jitter < 3.3ms"
streaming media service,online service,2023080907,2023082321,1261478000,1391,"Wireless network, transmission network, core network, application server",0.0061%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 590Mbps, Jitter < 53.8ms"
VR/AR,network service,2023042200,2023042319,156946000,500,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 22.8ms, Jitter < 66.1ms, Bandwidth > 720Mbps"
web browsing,network service,2023101517,2023102011,408103000,785,"Wireless network, transmission network, core network, application server",0.0114%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 46.8ms
streaming media service,online service,2022050412,2022051118,626401000,1543,"Wireless network, transmission network, core network, application server",0.0370%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 78.1ms, Latency < 7.1ms, Bandwidth > 550Mbps"
Internet Relay Chat (IRC),communication service,2022012922,2022020610,646490000,12199,"Wireless network, transmission network, core network, application server",0.0018%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 21.5ms, Jitter < 62.4ms, Packet Loss Rate < 0.33%"
gaming,digital content provision,2022031201,2022032117,834977000,18699,"Wireless network, transmission network, core network, application server",0.0027%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 97.4ms, Latency < 7.8ms, Bandwidth > 750Mbps"
video conferencing,communication service,2023082712,2023082803,53137000,1836,"Wireless network, transmission network, core network, application server",0.0079%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.07%, Latency < 38.8ms"
online transactions,network service,2023072917,2023080121,274260000,2970,"Wireless network, transmission network, core network, application server",0.0004%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.22%
web browsing,network service,2022100918,2022101217,254753000,1184,"Wireless network, transmission network, core network, application server",0.0006%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 51.2ms, Packet Loss Rate < 0.02%, Bandwidth > 180Mbps"
e-commerce,network service,2021122423,2021122914,401149000,2970,"Wireless network, transmission network, core network, application server",0.0004%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.19%
video conferencing,communication service,2022120919,2022121423,446914000,1027,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 860Mbps
online education,online service,2023031905,2023032106,174940000,3087,"Wireless network, transmission network, core network, application server",0.0087%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 50Mbps
web browsing,network service,2023112418,2023112901,370515000,784,"Wireless network, transmission network, core network, application server",0.0015%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.18%, Latency < 44.3ms"
web browsing,network service,2023071415,2023071609,151046000,1193,"Wireless network, transmission network, core network, application server",0.0007%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 45.6ms
online education,online service,2022061823,2022062514,573405000,500,"Wireless network, transmission network, core network, application server",0.0480%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 49.7ms, Jitter < 16.8ms"
online transactions,network service,2022050402,2022051713,1161680000,437,"Wireless network, transmission network, core network, application server",0.0006%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 87.9ms, Packet Loss Rate < 0.64%"
cloud computing services,online service,2023080610,2023081411,693020000,504,"Wireless network, transmission network, core network, application server",0.0009%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 19.5ms
cloud computing services,online service,2021123111,2022011213,1042203000,199,"Wireless network, transmission network, core network, application server",0.3374%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 520Mbps, Latency < 38.4ms"
VR/AR,network service,2023100818,2023102123,1141221000,748,"Wireless network, transmission network, core network, application server",0.0423%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 5.7ms, Jitter < 89.7ms"
web browsing,network service,2022010411,2022011316,792787000,2320,"Wireless network, transmission network, core network, application server",0.0611%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 22.7ms
online transactions,network service,2022053102,2022060201,170463000,324,"Wireless network, transmission network, core network, application server",0.0383%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.76%, Jitter < 63.6ms"
gaming,digital content provision,2022011100,2022011923,773885000,784,"Wireless network, transmission network, core network, application server",0.0014%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 45.0ms
e-commerce,network service,2022083012,2022083015,12068000,2732,"Wireless network, transmission network, core network, application server",0.0064%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.30%, Latency < 49.2ms, Bandwidth > 430Mbps"
video conferencing,communication service,2023060919,2023061102,110664000,819,"Wireless network, transmission network, core network, application server",0.0022%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 40.2ms, Bandwidth > 260Mbps, Jitter < 60.7ms"
gaming,digital content provision,2023060621,2023061210,475833000,879,"Wireless network, transmission network, core network, application server",0.0140%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.94%, Bandwidth > 260Mbps"
video conferencing,communication service,2022070603,2022071305,611170000,1409,"Wireless network, transmission network, core network, application server",0.0037%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.77%, Latency < 23.0ms, Bandwidth > 300Mbps"
online education,online service,2022122105,2023010215,1074042000,1289,"Wireless network, transmission network, core network, application server",0.0034%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.31%
gaming,digital content provision,2023111517,2023112107,485204000,440,"Wireless network, transmission network, core network, application server",0.0095%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 28.2ms, Packet Loss Rate < 0.91%"
gaming,digital content provision,2023091504,2023092008,447735000,669,"Wireless network, transmission network, core network, application server",0.0003%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 1.7ms, Jitter < 40.6ms"
VR/AR,network service,2023082104,2023090207,1046102000,913,"Wireless network, transmission network, core network, application server",0.0004%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.66%, Jitter < 24.8ms, Latency < 45.1ms"
streaming media service,online service,2022041113,2022041218,104270000,423,"Wireless network, transmission network, core network, application server",0.0002%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 28.5ms, Packet Loss Rate < 0.80%"
gaming,digital content provision,2022021909,2022022321,388855000,1582,"Wireless network, transmission network, core network, application server",0.0001%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.57%, Latency < 38.3ms"
gaming,digital content provision,2022072215,2022073102,728614000,1205,"Wireless network, transmission network, core network, application server",0.0229%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 32.0ms, Jitter < 15.3ms"
gaming,digital content provision,2023121023,2023122101,874033000,1291,"Wireless network, transmission network, core network, application server",0.0235%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 66.8ms
digital publishing,digital content provision,2022012513,2022020423,900453000,559,"Wireless network, transmission network, core network, application server",0.0178%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Packet Loss Rate < 0.95%
VoIP,communication service,2022110308,2022111409,952887000,522,"Wireless network, transmission network, core network, application server",0.0116%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 28.8ms, Latency < 27.9ms, Packet Loss Rate < 0.23%"
digital publishing,digital content provision,2022120502,2022121218,661185000,458,"Wireless network, transmission network, core network, application server",0.0045%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.28%, Latency < 31.5ms, Bandwidth > 180Mbps"
VR/AR,network service,2023052307,2023053112,705897000,460,"Wireless network, transmission network, core network, application server",0.0121%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Jitter < 54.5ms
online education,online service,2022111823,2022120302,1220002000,522,"Wireless network, transmission network, core network, application server",0.0140%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Bandwidth > 830Mbps
web browsing,network service,2023052723,2023060616,837148000,460,"Wireless network, transmission network, core network, application server",0.0109%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.58%, Bandwidth > 740Mbps"
VoIP,communication service,2022110508,2022111708,1037378000,454,"Wireless network, transmission network, core network, application server",0.0118%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 530Mbps, Jitter < 38.4ms"
VoIP,communication service,2023101504,2023102204,605609000,518,"Wireless network, transmission network, core network, application server",0.0141%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 38.8ms, Bandwidth > 490Mbps, Packet Loss Rate < 0.11%"
cloud computing services,online service,2023111102,2023112022,849639000,518,"Wireless network, transmission network, core network, application server",0.0137%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 170Mbps, Jitter < 96.5ms, Packet Loss Rate < 0.12%"
VR/AR,network service,2023010618,2023012112,1274700000,524,"Wireless network, transmission network, core network, application server",0.0110%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.82%, Latency < 29.7ms"
online education,online service,2022102302,2022102520,238413000,512,"Wireless network, transmission network, core network, application server",0.0114%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 48.7ms, Bandwidth > 330Mbps"
online education,online service,2023112703,2023120916,1084630000,522,"Wireless network, transmission network, core network, application server",0.0135%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 10.3ms, Latency < 43.9ms"
VR/AR,network service,2023030413,2023031304,745636000,518,"Wireless network, transmission network, core network, application server",0.0134%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 23.2ms, Packet Loss Rate < 0.29%, Jitter < 83.7ms"
LISTSERV,communication service,2023100302,2023100906,533560000,458,"Wireless network, transmission network, core network, application server",0.0105%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content",Latency < 22.6ms
video conferencing,communication service,2022092809,2022100517,632174000,460,"Wireless network, transmission network, core network, application server",0.0125%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 11.2ms, Packet Loss Rate < 0.48%"
email,communication service,2022020100,2022020822,686551000,454,"Wireless network, transmission network, core network, application server",0.0115%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Latency < 9.5ms, Packet Loss Rate < 0.71%"
VR/AR,network service,2022041400,2022042601,1038090000,518,"Wireless network, transmission network, core network, application server",0.0134%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Packet Loss Rate < 0.10%, Jitter < 51.1ms, Latency < 25.0ms"
digital publishing,digital content provision,2022081606,2022081820,224352000,458,"Wireless network, transmission network, core network, application server",0.0123%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Bandwidth > 320Mbps, Latency < 7.6ms"
LISTSERV,communication service,2023012008,2023012115,112987000,458,"Wireless network, transmission network, core network, application server",0.0125%,"Wireless access,Transmetropolitan transmission,Core network forwarding,application server downloads the content","Jitter < 86.0ms, Latency < 5.4ms"
